formula,Unnamed: 0,atoms,a,b,c,alpha,beta,gamma,volume,atomic_density,mass_density,bandgap,bandgap_sigma
CeYS3,10,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [58, 58, 58, 58, 39, 39, 39, 39, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Ce', 'Ce', 'Ce', 'Ce', 'Y', 'Y', 'Y', 'Y', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.4262e-10, 0.0, 0.0], [0.0, 9.952e-10, 0.0], [0.0, 0.0, 7.0641e-10]], 'periodic': [True, True, True], 'positions': [[6.73110768e-10, 7.464e-10, 2.5006913999999992e-11], [3.01800768e-10, 7.464e-10, 3.281980859999999e-10], [4.4081923199999995e-10, 2.488e-10, 3.78211914e-10], [6.9509232e-11, 2.488e-10, 6.81403086e-10], [0.0, 4.976e-10, 3.53205e-10], [0.0, 0.0, 3.53205e-10], [3.7131e-10, 0.0, 0.0], [3.7131e-10, 4.976e-10, 0.0], [6.004082699999999e-10, 7.175392000000005e-11, 5.80457097e-10], [6.004082699999999e-10, 4.2584607999999994e-10, 5.80457097e-10], [2.2909826999999999e-10, 4.2584607999999994e-10, 4.79157903e-10], [5.135217300000001e-10, 9.2344608e-10, 2.27252097e-10], [1.4221173000000002e-10, 5.693539200000001e-10, 1.25952903e-10], [5.135217300000001e-10, 5.693539200000001e-10, 2.27252097e-10], [2.2909826999999999e-10, 7.175392000000005e-11, 4.79157903e-10], [1.4221173000000002e-10, 9.2344608e-10, 1.25952903e-10], [7.07494074e-10, 2.488e-10, 2.5600298400000006e-10], [3.36184074e-10, 2.488e-10, 9.720201599999996e-11], [4.06435926e-10, 7.464e-10, 6.092079840000001e-10], [3.5125926000000006e-11, 7.464e-10, 4.50407016e-10]], 'species': [58, 58, 58, 58, 39, 39, 39, 39, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.4262,9.952,7.064100000000001,90.0,90.0,90.0,522.0761420678397,0.0383085883235038,4.137597884914816,2.0155086517333984,0.10466889292001724
ErEuS3,11,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [63, 63, 63, 63, 68, 68, 68, 68, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Eu', 'Eu', 'Eu', 'Eu', 'Er', 'Er', 'Er', 'Er', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.4206e-10, 0.0, 0.0], [0.0, 9.922000000000002e-10, 0.0], [0.0, 0.0, 6.664100000000001e-10]], 'periodic': [True, True, True], 'positions': [[6.777976040000001e-10, 7.441500000000001e-10, 1.7126736999999965e-11], [3.0676760400000006e-10, 7.441500000000001e-10, 3.16078263e-10], [4.35292396e-10, 2.4805000000000004e-10, 3.5033173700000003e-10], [6.4262396e-11, 2.4805e-10, 6.49283263e-10], [0.0, 4.961000000000001e-10, 3.3320500000000004e-10], [0.0, 0.0, 3.3320500000000004e-10], [3.7103e-10, 0.0, 0.0], [3.7103e-10, 4.961000000000001e-10, 0.0], [5.99436068e-10, 7.153762000000005e-11, 5.4845543e-10], [5.99436068e-10, 4.2456238e-10, 5.4845543e-10], [2.2840606799999997e-10, 4.2456238e-10, 4.511595700000001e-10], [5.136539320000001e-10, 9.206623800000002e-10, 2.1525043000000003e-10], [1.4262393200000002e-10, 5.676376200000001e-10, 1.1795457e-10], [5.136539320000001e-10, 5.676376200000001e-10, 2.1525043000000003e-10], [2.2840606799999997e-10, 7.153762000000005e-11, 4.511595700000001e-10], [1.4262393200000002e-10, 9.206623800000002e-10, 1.1795457e-10], [7.06960562e-10, 2.4805000000000004e-10, 2.41506984e-10], [3.3593056200000005e-10, 2.4805000000000004e-10, 9.169801599999997e-11], [4.0612943800000007e-10, 7.441500000000001e-10, 5.74711984e-10], [3.509943800000001e-11, 7.441500000000001e-10, 4.2490301600000004e-10]], 'species': [63, 63, 63, 63, 68, 68, 68, 68, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.4206,9.922000000000004,6.6641,90.0,90.0,90.0,490.6589782041206,0.0407615082744491,5.623602946856789,2.192917585372925,0.0552968792617321
EuPrS3,12,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [59, 59, 59, 59, 63, 63, 63, 63, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Pr', 'Pr', 'Pr', 'Pr', 'Eu', 'Eu', 'Eu', 'Eu', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.720200000000001e-10, 0.0, 0.0], [0.0, 9.052e-10, 0.0], [0.0, 0.0, 7.264000000000001e-10]], 'periodic': [True, True, True], 'positions': [[0.0, 4.526e-10, 0.0], [0.0, 0.0, 0.0], [3.8601000000000005e-10, 0.0, 3.6320000000000005e-10], [3.8601000000000005e-10, 4.526e-10, 3.6320000000000005e-10], [7.182874080000001e-10, 2.263e-10, 3.4235232000000006e-10], [3.32277408e-10, 2.263e-10, 2.0847679999999964e-11], [4.39742592e-10, 6.789e-10, 7.055523200000001e-10], [5.3732592000000015e-11, 6.789e-10, 3.8404768e-10], [6.237149580000001e-10, 5.270979600000001e-10, 4.9518688e-10], [6.237149580000001e-10, 8.307020399999999e-10, 4.9518688e-10], [2.37704958e-10, 8.307020399999999e-10, 5.944131200000001e-10], [5.34315042e-10, 3.7810204e-10, 1.3198688000000004e-10], [1.48305042e-10, 7.449796e-11, 2.3121312000000001e-10], [5.34315042e-10, 7.449796e-11, 1.3198688000000004e-10], [2.37704958e-10, 5.270979600000001e-10, 5.944131200000001e-10], [1.48305042e-10, 3.7810204e-10, 2.3121312000000001e-10], [7.12342854e-10, 6.789e-10, 1.266841600000001e-10], [3.2633285400000006e-10, 6.789e-10, 2.3651583999999995e-10], [4.4568714600000003e-10, 2.263e-10, 4.898841600000001e-10], [5.967714599999999e-11, 2.263e-10, 5.9971584e-10]], 'species': [59, 59, 59, 59, 63, 63, 63, 63, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.720200000000001,9.052,7.264000000000001,90.0,90.0,90.0,507.63193090560026,0.0393986248349677,5.090778049255262,2.078334093093872,0.07917194813489914
USmSe3,13,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [62, 62, 62, 62, 92, 92, 92, 92, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34], 'labels': ['Sm', 'Sm', 'Sm', 'Sm', 'U', 'U', 'U', 'U', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se'], 'lattice_vectors': [[7.4207e-10, 0.0, 0.0], [0.0, 1.07208e-09, 0.0], [0.0, 0.0, 7.1408e-10]], 'periodic': [True, True, True], 'positions': [[0.0, 5.3604e-10, 3.5704e-10], [0.0, 0.0, 3.5704e-10], [3.71035e-10, 0.0, 0.0], [3.71035e-10, 5.3604e-10, 0.0], [6.70534452e-10, 2.6802e-10, 1.5067088000000005e-11], [2.99499452e-10, 2.6801999999999987e-10, 3.4197291199999993e-10], [4.4257054800000004e-10, 8.0406e-10, 3.72107088e-10], [7.153554800000001e-11, 8.040600000000001e-10, 6.99012912e-10], [6.010024930000001e-10, 6.200910720000001e-10, 5.850457439999999e-10], [6.010024930000001e-10, 9.88028928e-10, 5.850457439999999e-10], [2.2996749300000003e-10, 9.88028928e-10, 4.86074256e-10], [5.12102507e-10, 4.51988928e-10, 2.28005744e-10], [1.41067507e-10, 8.405107200000001e-11, 1.2903425600000002e-10], [5.12102507e-10, 8.405107200000001e-11, 2.28005744e-10], [2.2996749300000003e-10, 6.200910720000001e-10, 4.86074256e-10], [1.41067507e-10, 4.51988928e-10, 1.2903425600000002e-10], [7.02220841e-10, 8.040600000000001e-10, 2.3107628799999992e-10], [3.3118584100000004e-10, 8.040600000000001e-10, 1.2596371200000007e-10], [4.10884159e-10, 2.6802e-10, 5.88116288e-10], [3.9849159e-11, 2.6802e-10, 4.830037120000002e-10]], 'species': [62, 62, 62, 62, 92, 92, 92, 92, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34]}",7.4207,10.7208,7.1408,90.0,90.0,90.0,568.0923462708483,0.0352055438368195,7.310666728405473,1.5337871313095093,0.10525284707546234
LaTlS3,14,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [57, 57, 57, 57, 81, 81, 81, 81, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['La', 'La', 'La', 'La', 'Tl', 'Tl', 'Tl', 'Tl', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.620000000000001e-10, 0.0, 0.0], [0.0, 9.042e-10, 0.0], [0.0, 0.0, 7.364000000000001e-10]], 'periodic': [True, True, True], 'positions': [[6.931152e-10, 6.7815e-10, 2.6510400000000025e-11], [3.121152e-10, 6.7815e-10, 3.4168959999999996e-10], [4.498848000000001e-10, 2.2605e-10, 3.9471040000000005e-10], [6.88848e-11, 2.2605e-10, 7.098896e-10], [0.0, 4.521e-10, 3.6820000000000003e-10], [0.0, 0.0, 3.6820000000000003e-10], [3.8100000000000003e-10, 0.0, 0.0], [3.8100000000000003e-10, 4.521e-10, 0.0], [6.155436e-10, 6.519282000000005e-11, 6.057626400000001e-10], [6.155436e-10, 3.8690717999999996e-10, 6.057626400000001e-10], [2.345436e-10, 3.8690717999999996e-10, 4.9883736e-10], [5.274564e-10, 8.390071799999999e-10, 2.3756264e-10], [1.4645640000000002e-10, 5.1729282e-10, 1.3063735999999998e-10], [5.274564e-10, 5.1729282e-10, 2.3756264e-10], [2.345436e-10, 6.519282000000005e-11, 4.9883736e-10], [1.4645640000000002e-10, 8.390071799999999e-10, 1.3063735999999998e-10], [7.183374e-10, 2.2605e-10, 1.1959136e-10], [3.3733740000000005e-10, 2.260500000000001e-10, 2.486086400000001e-10], [4.246626e-10, 6.781500000000002e-10, 4.8779136e-10], [4.3662599999999996e-11, 6.781499999999999e-10, 6.1680864e-10]], 'species': [57, 57, 57, 57, 81, 81, 81, 81, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.620000000000002,9.042,7.364000000000001,90.0,90.0,90.0,507.3798945599999,0.0394181957433374,5.753321943307327,1.9731953144073486,0.1136980876326561
PrInS3,15,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [59, 59, 59, 59, 49, 49, 49, 49, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Pr', 'Pr', 'Pr', 'Pr', 'In', 'In', 'In', 'In', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.4206e-10, 0.0, 0.0], [0.0, 9.922000000000002e-10, 0.0], [0.0, 0.0, 6.664100000000001e-10]], 'periodic': [True, True, True], 'positions': [[6.68150824e-10, 7.441500000000001e-10, 2.3990760000000024e-11], [2.97120824e-10, 7.441500000000001e-10, 3.0921424e-10], [4.44939176e-10, 2.4805000000000004e-10, 3.5719576000000005e-10], [7.3909176e-11, 2.4805e-10, 6.4241924e-10], [0.0, 4.961000000000001e-10, 3.3320500000000004e-10], [0.0, 0.0, 3.3320500000000004e-10], [3.7103e-10, 0.0, 0.0], [3.7103e-10, 4.961000000000001e-10, 0.0], [6.036658100000001e-10, 7.153762000000005e-11, 5.475890970000001e-10], [6.036658100000001e-10, 4.2456238e-10, 5.475890970000001e-10], [2.3263581000000003e-10, 4.2456238e-10, 4.52025903e-10], [5.0942419e-10, 9.206623800000002e-10, 2.14384097e-10], [1.3839419e-10, 5.676376200000001e-10, 1.18820903e-10], [5.0942419e-10, 5.676376200000001e-10, 2.14384097e-10], [2.3263581000000003e-10, 7.153762000000005e-11, 4.52025903e-10], [1.3839419e-10, 9.206623800000002e-10, 1.18820903e-10], [7.143811620000001e-10, 2.4805000000000004e-10, 2.428398039999999e-10], [3.43351162e-10, 2.4805000000000004e-10, 9.036519600000012e-11], [3.9870883800000003e-10, 7.441500000000001e-10, 5.76044804e-10], [2.7678838e-11, 7.441500000000001e-10, 4.235701960000001e-10]], 'species': [59, 59, 59, 59, 49, 49, 49, 49, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.4206,9.922000000000004,6.6641,90.0,90.0,90.0,490.6589782041206,0.0407615082744491,4.764025642605176,1.976580023765564,0.1326390951871872
EuScS3,16,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [63, 63, 63, 63, 21, 21, 21, 21, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Eu', 'Eu', 'Eu', 'Eu', 'Sc', 'Sc', 'Sc', 'Sc', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.22e-10, 0.0, 0.0], [0.0, 9.522e-10, 0.0], [0.0, 0.0, 6.5149e-10]], 'periodic': [True, True, True], 'positions': [[6.544207999999999e-10, 7.141500000000001e-10, 2.345364000000002e-11], [2.934208e-10, 7.141500000000001e-10, 3.0229136e-10], [4.285792e-10, 2.3805e-10, 3.4919864000000004e-10], [6.757919999999999e-11, 2.3805e-10, 6.2803636e-10], [0.0, 4.761e-10, 3.25745e-10], [0.0, 0.0, 3.25745e-10], [3.61e-10, 0.0, 0.0], [3.61e-10, 4.761e-10, 0.0], [5.83015e-10, 5.6275019999999935e-11, 5.3617627e-10], [5.83015e-10, 4.198249800000001e-10, 5.3617627e-10], [2.2201499999999998e-10, 4.198249800000001e-10, 4.4105873000000006e-10], [4.99985e-10, 8.959249800000001e-10, 2.1043126999999996e-10], [1.38985e-10, 5.323750199999999e-10, 1.1531373000000001e-10], [4.99985e-10, 5.323750199999999e-10, 2.1043126999999996e-10], [2.2201499999999998e-10, 5.6275019999999935e-11, 4.4105873000000006e-10], [1.38985e-10, 8.959249800000001e-10, 1.1531373000000001e-10], [7.022894e-10, 2.3805e-10, 2.50432756e-10], [3.4128940000000003e-10, 2.3805e-10, 7.53122440000001e-11], [3.8071059999999996e-10, 7.141500000000001e-10, 5.761777559999999e-10], [1.97106e-11, 7.141500000000001e-10, 4.01057244e-10]], 'species': [63, 63, 63, 63, 21, 21, 21, 21, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.22,9.522,6.5149,90.0,90.0,90.0,447.891817716,0.0446536400284982,4.346842195430981,2.005566358566284,0.0982467457652092
SmYSe3,17,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [62, 62, 62, 62, 39, 39, 39, 39, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34], 'labels': ['Sm', 'Sm', 'Sm', 'Sm', 'Y', 'Y', 'Y', 'Y', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se'], 'lattice_vectors': [[7.420200000000001e-10, 0.0, 0.0], [0.0, 1.10208e-09, 0.0], [0.0, 0.0, 7.1417e-10]], 'periodic': [True, True, True], 'positions': [[6.775384620000001e-10, 2.7552e-10, 3.3651690399999996e-10], [3.0652846200000003e-10, 2.7552e-10, 2.0568095999999957e-11], [4.3549153800000006e-10, 8.2656e-10, 6.93601904e-10], [6.4481538e-11, 8.2656e-10, 3.7765309600000006e-10], [0.0, 5.5104e-10, 0.0], [0.0, 0.0, 0.0], [3.7101000000000005e-10, 0.0, 3.57085e-10], [3.7101000000000005e-10, 5.5104e-10, 3.57085e-10], [6.0437529e-10, 6.539742719999998e-10, 4.879923610000001e-10], [6.0437529e-10, 9.991457280000001e-10, 4.879923610000001e-10], [2.3336529e-10, 9.991457280000001e-10, 5.83262639e-10], [5.086547100000001e-10, 4.4810572800000003e-10, 1.3090736099999999e-10], [1.3764471000000002e-10, 1.0293427199999998e-10, 2.2617763900000005e-10], [5.086547100000001e-10, 1.0293427199999998e-10, 1.3090736099999999e-10], [2.3336529e-10, 6.539742719999998e-10, 5.83262639e-10], [1.3764471000000002e-10, 4.4810572800000003e-10, 2.2617763900000005e-10], [6.873331260000001e-10, 8.2656e-10, 1.0226914400000001e-10], [3.1632312600000006e-10, 8.2656e-10, 2.54815856e-10], [4.256968740000001e-10, 2.7552e-10, 4.5935414400000004e-10], [5.468687400000001e-11, 2.7552e-10, 6.119008560000001e-10]], 'species': [62, 62, 62, 62, 39, 39, 39, 39, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34]}",7.420200000000002,11.0208,7.1417,90.0,90.0,90.0,584.0235168606723,0.0342451963364538,5.415253075281527,1.6030362844467163,0.09191121906042099
TbEuS3,18,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [65, 65, 65, 65, 63, 63, 63, 63, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Tb', 'Tb', 'Tb', 'Tb', 'Eu', 'Eu', 'Eu', 'Eu', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.7207e-10, 0.0, 0.0], [0.0, 9.042e-10, 0.0], [0.0, 0.0, 6.4641e-10]], 'periodic': [True, True, True], 'positions': [[0.0, 4.521e-10, 3.23205e-10], [0.0, 0.0, 3.23205e-10], [3.86035e-10, 0.0, 0.0], [3.86035e-10, 4.521e-10, 3.5882963267397374e-26], [6.98260108e-10, 2.2605e-10, 6.22363548e-10], [3.12225108e-10, 2.260500000000001e-10, 3.4725145200000005e-10], [4.5984489200000004e-10, 6.781500000000002e-10, 2.99158548e-10], [7.380989199999999e-11, 6.781499999999999e-10, 2.4046452e-11], [6.23755353e-10, 5.2271802e-10, 1.1809910700000007e-10], [6.23755353e-10, 8.3358198e-10, 1.1809910700000007e-10], [2.377203530000001e-10, 8.3358198e-10, 2.0510589299999995e-10], [5.34349647e-10, 3.8148198e-10, 4.4130410700000004e-10], [1.4831464699999998e-10, 7.061802e-11, 5.28310893e-10], [5.34349647e-10, 7.061802e-11, 4.4130410700000004e-10], [2.377203530000001e-10, 5.2271802e-10, 2.0510589299999995e-10], [1.4831464699999998e-10, 3.8148198e-10, 5.28310893e-10], [7.27830389e-10, 6.7815e-10, 4.165466040000001e-10], [3.41795389e-10, 6.7815e-10, 5.53068396e-10], [4.30274611e-10, 2.2605e-10, 9.334160400000003e-11], [4.423961099999999e-11, 2.2605e-10, 2.2986339600000002e-10]], 'species': [65, 65, 65, 65, 63, 63, 63, 63, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.7207,9.042,6.4641,90.0,90.0,90.0,451.26250165854,0.0443201017733433,5.9918957594433735,2.14375901222229,0.06424530595541
TbInS3,19,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [65, 65, 65, 65, 49, 49, 49, 49, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Tb', 'Tb', 'Tb', 'Tb', 'In', 'In', 'In', 'In', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.320400000000001e-10, 0.0, 0.0], [0.0, 8.952000000000001e-10, 0.0], [0.0, 0.0, 6.664100000000001e-10]], 'periodic': [True, True, True], 'positions': [[6.59128816e-10, 6.714000000000001e-10, 2.3990760000000024e-11], [2.9310881599999997e-10, 6.714000000000001e-10, 3.0921424e-10], [4.3893118400000007e-10, 2.2380000000000002e-10, 3.5719576000000005e-10], [7.2911184e-11, 2.2380000000000002e-10, 6.4241924e-10], [0.0, 4.4760000000000004e-10, 3.3320500000000004e-10], [0.0, 0.0, 3.3320500000000004e-10], [3.6602000000000005e-10, 0.0, 0.0], [3.6602000000000005e-10, 4.4760000000000004e-10, 0.0], [5.9551454e-10, 6.454392000000004e-11, 5.48255507e-10], [5.9551454e-10, 3.8305607999999993e-10, 5.48255507e-10], [2.2949454e-10, 3.8305607999999993e-10, 4.51359493e-10], [5.0254546e-10, 8.3065608e-10, 2.15050507e-10], [1.3652546000000003e-10, 5.1214392e-10, 1.18154493e-10], [5.0254546e-10, 5.1214392e-10, 2.15050507e-10], [2.2949454e-10, 6.454392000000004e-11, 4.51359493e-10], [1.3652546000000003e-10, 8.3065608e-10, 1.18154493e-10], [6.974145080000001e-10, 2.2380000000000002e-10, 2.34842884e-10], [3.31394508e-10, 2.2380000000000002e-10, 9.836211599999998e-11], [4.0064549200000007e-10, 6.714000000000001e-10, 5.680478840000002e-10], [3.462549200000001e-11, 6.714000000000001e-10, 4.31567116e-10]], 'species': [65, 65, 65, 65, 49, 49, 49, 49, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.320400000000001,8.952,6.6641,90.0,90.0,90.0,436.7132726332805,0.0457966387863703,5.6265483259781055,2.110135793685913,0.09206031262874603
SrUSe3,20,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [38, 38, 38, 38, 92, 92, 92, 92, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34], 'labels': ['Sr', 'Sr', 'Sr', 'Sr', 'U', 'U', 'U', 'U', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se'], 'lattice_vectors': [[7.820700000000001e-10, 0.0, 0.0], [0.0, 1.10218e-09, 0.0], [0.0, 0.0, 6.6411e-10]], 'periodic': [True, True, True], 'positions': [[7.180184670000001e-10, 2.75545e-10, 3.56095782e-10], [3.2698346700000006e-10, 2.755449999999999e-10, 6.40069218e-10], [4.55086533e-10, 8.266349999999999e-10, 2.4040782000000007e-11], [6.405153300000001e-11, 8.266350000000001e-10, 3.08014218e-10], [0.0, 5.5109e-10, 0.0], [0.0, 0.0, 0.0], [3.9103500000000004e-10, 0.0, 3.32055e-10], [3.9103500000000004e-10, 5.5109e-10, 3.32055e-10], [6.27611175e-10, 6.18763852e-10, 2.1005799300000005e-10], [6.27611175e-10, 1.0345061480000001e-09, 2.1005799300000005e-10], [2.36576175e-10, 1.0345061480000001e-09, 1.2199700699999998e-10], [5.45493825e-10, 4.834161480000001e-10, 5.42112993e-10], [1.54458825e-10, 6.767385200000001e-11, 4.54052007e-10], [5.45493825e-10, 6.767385200000001e-11, 5.42112993e-10], [2.36576175e-10, 6.18763852e-10, 1.2199700699999998e-10], [1.54458825e-10, 4.834161480000001e-10, 4.54052007e-10], [7.400728410000001e-10, 8.266350000000001e-10, 5.602431959999999e-10], [3.4903784100000006e-10, 8.266350000000001e-10, 4.359218040000001e-10], [4.3303215899999996e-10, 2.75545e-10, 2.2818819599999998e-10], [4.1997159000000005e-11, 2.75545e-10, 1.0386680400000002e-10]], 'species': [38, 38, 38, 38, 92, 92, 92, 92, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34]}",7.8207,11.0218,6.6411,90.0,90.0,90.0,572.4508079767861,0.0349374998188683,6.527032327919165,1.5775041580200195,0.09620090574026108
CeScS3,21,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [58, 58, 58, 58, 21, 21, 21, 21, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Ce', 'Ce', 'Ce', 'Ce', 'Sc', 'Sc', 'Sc', 'Sc', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.220600000000001e-10, 0.0, 0.0], [0.0, 9.602e-10, 0.0], [0.0, 0.0, 6.564e-10]], 'periodic': [True, True, True], 'positions': [[6.49420764e-10, 7.2015e-10, 2.9931839999999983e-11], [2.88390764e-10, 7.2015e-10, 2.9826816000000007e-10], [4.33669236e-10, 2.4005e-10, 3.5813184e-10], [7.263923599999999e-11, 2.4005e-10, 6.264681600000001e-10], [0.0, 4.801e-10, 3.282e-10], [0.0, 0.0, 3.282e-10], [3.6103000000000004e-10, 0.0, 0.0], [3.6103000000000004e-10, 4.801e-10, 0.0], [5.87468016e-10, 5.962842000000005e-11, 5.4002028e-10], [5.87468016e-10, 4.2047158e-10, 5.4002028e-10], [2.2643801600000001e-10, 4.2047158e-10, 4.445797200000001e-10], [4.95621984e-10, 9.005715799999999e-10, 2.1182027999999998e-10], [1.34591984e-10, 5.3972842e-10, 1.1637972000000001e-10], [4.95621984e-10, 5.3972842e-10, 2.1182027999999998e-10], [2.2643801600000001e-10, 5.962842000000005e-11, 4.445797200000001e-10], [1.34591984e-10, 9.005715799999999e-10, 1.1637972000000001e-10], [6.95127162e-10, 2.4005e-10, 2.4575616000000004e-10], [3.34097162e-10, 2.4005e-10, 8.244383999999996e-11], [3.87962838e-10, 7.2015e-10, 5.7395616e-10], [2.6932837999999998e-11, 7.2015e-10, 4.1064384000000004e-10]], 'species': [58, 58, 58, 58, 21, 21, 21, 21, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.220600000000001,9.602,6.564,90.0,90.0,90.0,455.0965686767997,0.0439467167554137,4.105104088378009,1.9789716005325317,0.10115857422351837
