material,HHI,SR,AR,Warning
PrPbS3,0.8284965735899608,0.46709623540135814,0.9997301518438179,
CePbS3,0.8284965735899608,0.46709623540135814,0.9996887201735358,
HfPbS3,0.5306372011146155,0.2761434204920571,0.9997346348517716,
ZrPbS3,0.5306372011146155,0.2761434204920571,0.9996174981923355,
SrSnS3,0.5811631767394583,0.3363842698738597,0.9994723065798987,
SrPrS3,0.9252817089965384,0.5298373912882681,0.9994727404193782,
SrCeS3,0.9252817089965384,0.5298373912882681,0.9994313087490961,
SrHfS3,0.6274223365211933,0.3388845763789671,0.9994772234273319,
SrZrS3,0.6274223365211933,0.3388845763789671,0.9993600867678958,
SrUS3,0.4378318253986574,0.25285414392064176,0.9994793926247288,"Warning: Not all elements found in HHI data for the compound SrUS3, the elements found are: ['Sr' 'S']"
SrUSe3,0.6434247975027304,0.3661644083419562,0.9997324295010847,"Warning: Not all elements found in HHI data for the compound SrUSe3, the elements found are: ['Se' 'Sr']"
CaSnS3,1.4609425431928962,0.8293833420899142,0.9697326102675343,
CaCeS3,1.8050610754499763,1.0228364635043223,0.9696916124367317,
CaUSe3,1.5232041639561682,0.8591634805580106,0.9699927331887203,
SnGeS3,0.2442517381108916,0.13889584070245725,0.9997387563268257,
SnGeSe3,0.4498447102149646,0.2522061051237717,0.9999917932031814,
VSnS3,0.7430686212036939,0.4263688169845489,0.9996530730296457,
VSnSe3,0.9486615933077669,0.5396790814058634,0.9999061099060014,
SnRhS3,0.446140405714782,0.2722488581588491,0.9997398402024583,
SnRhSe3,0.651733377818855,0.3855591225801635,0.9999928770788141,
AlSnSe3,1.1872012265676826,0.6701932800931432,0.9404845625451915,
CeCdS3,0.7919107249997773,0.4420233233626266,0.9996987346348517,
UCdSe3,0.5100538135059692,0.2783503404163147,0.9999998553868402,"Warning: Not all elements found in HHI data for the compound UCdSe3, the elements found are: ['Cd' 'Se']"
PrCuS3,0.6809501483378293,0.38418006611517347,0.9996968908170644,
PrCuSe3,0.8865431204419023,0.4974903305364879,0.9999499276934202,
CeCuSe3,0.8865431204419023,0.4974903305364879,0.9999084960231381,
ScCuSe3,0.3990932368440212,0.22050708316886153,0.999940672451193,"Warning: Not all elements found in HHI data for the compound ScCuSe3, the elements found are: ['Cu' 'Se']"
TlCuSe3,0.3990932368440212,0.22050708316886153,0.9999559652928416,"Warning: Not all elements found in HHI data for the compound TlCuSe3, the elements found are: ['Cu' 'Se']"
HfCuS3,0.3830907758624842,0.1932272512058724,0.999701373825018,
HfCuSe3,0.5886837479665571,0.30653751562718684,0.9999544107013737,
ZrCuS3,0.3830907758624842,0.1932272512058724,0.999584237165582,
ZrCuSe3,0.5886837479665571,0.30653751562718684,0.9998372740419378,
PrMgS3,3.1125450520989837,1.6577900500916007,0.98289284164859,
CeMgS3,3.1125450520989837,1.6577900500916007,0.982851409978308,
HfMgS3,2.8146856796236386,1.4668372351822998,0.9828973246565438,
MgZrS3,2.8146856796236386,1.4668372351822998,0.9827801879971076,
TaZnS3,0.5500076222691654,0.340861169409698,0.9996948662328271,
TaZnSe3,0.7556005943732385,0.4541714338310125,0.9999479031091828,
NbZnS3,1.1335715195775442,0.6320715179876752,0.9996818510484454,
NbZnSe3,1.3391644916816172,0.7453817824089898,0.9999348879248012,
TbZnS3,0.7593601154756247,0.42796617670956805,0.9996954446854663,
TbZnSe3,0.9649530875796977,0.5412764411308825,0.9999484815618221,
LaScS3,0.5883702703679718,0.33234896211686565,0.999702819956616,"Warning: Not all elements found in HHI data for the compound LaScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
LaTlS3,0.5883702703679718,0.33234896211686565,0.9997181127982646,"Warning: Not all elements found in HHI data for the compound LaTlS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
LaHfS3,0.7779607814905077,0.41837939457519097,0.9997165582067967,
LaZrS3,0.7779607814905077,0.41837939457519097,0.9995994215473608,
LaTbS3,1.075820153965853,0.609332209484492,0.999717859725235,
LaTbSe3,1.2814131260699257,0.7226424739058064,0.9999708966015907,
LaInS3,1.0825497970749989,0.6087307852109838,0.9997185466377441,
LaInSe3,1.288142769179072,0.7220410496322982,0.9999715835140998,
PrLuSe3,1.2814131260699257,0.7226424739058064,0.9999927331887202,
PrScS3,0.5883702703679718,0.33234896211686565,0.9997243673174259,"Warning: Not all elements found in HHI data for the compound PrScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
PrTlS3,0.5883702703679718,0.33234896211686565,0.9997396601590745,"Warning: Not all elements found in HHI data for the compound PrTlS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
TbPrS3,1.075820153965853,0.609332209484492,0.9997394070860448,
TbPrSe3,1.2814131260699257,0.7226424739058064,0.9999924439624005,
PrUSe3,0.7939632424720449,0.4456592265381801,0.9999933116413593,"Warning: Not all elements found in HHI data for the compound PrUSe3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'Se']"
PrInS3,1.0825497970749989,0.6087307852109838,0.9997400939985539,
PrInSe3,1.288142769179072,0.7220410496322982,0.9999931308749096,
CeSmS3,1.075820153965853,0.609332209484492,0.9996937454808387,
CeSmSe3,1.2814131260699257,0.7226424739058064,0.9999467823571945,
CeYSe3,1.2814131260699257,0.7226424739058064,0.9999280187997108,
CeTmS3,1.075820153965853,0.609332209484492,0.9996984671005061,
CeTmSe3,1.2814131260699257,0.7226424739058064,0.9999515039768618,
CeLuS3,1.075820153965853,0.609332209484492,0.9996982646420824,
CeLuSe3,1.2814131260699257,0.7226424739058064,0.9999513015184381,
CeScS3,0.5883702703679718,0.33234896211686565,0.9996829356471438,"Warning: Not all elements found in HHI data for the compound CeScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
CeBiS3,1.26864205643566,0.7182430107695883,0.9996988369486624,
CeBiSe3,1.4742350285397328,0.8315532751909027,0.999951873825018,
CeUS3,0.5883702703679718,0.33234896211686565,0.9996988430947216,"Warning: Not all elements found in HHI data for the compound CeUS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
CeUSe3,0.7939632424720449,0.4456592265381801,0.9999518799710773,"Warning: Not all elements found in HHI data for the compound CeUSe3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'Se']"
CeInS3,1.0825497970749989,0.6087307852109838,0.9996986623282719,
CeInSe3,1.288142769179072,0.7220410496322982,0.9999516992046277,
NdTaS3,0.8664676607593939,0.522227202184622,0.9997154736080983,
NdHfS3,0.7779607814905077,0.41837939457519097,0.9997147505422994,
NdZrSe3,0.9835537535945807,0.5316896589965054,0.999850650759219,
YbSmS3,1.075820153965853,0.609332209484492,0.9997395155459147,
YbSmSe3,1.2814131260699257,0.7226424739058064,0.9999925524222704,
YbBiS3,1.26864205643566,0.7182430107695883,0.9997446070137382,
YbBiSe3,1.4742350285397328,0.8315532751909027,0.999997643890094,
GdScS3,0.5883702703679718,0.33234896211686565,0.9997265365148228,"Warning: Not all elements found in HHI data for the compound GdScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
GdTlS3,0.5883702703679718,0.33234896211686565,0.9997418293564714,"Warning: Not all elements found in HHI data for the compound GdTlS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
GdZrS3,0.7779607814905077,0.41837939457519097,0.9996231381055676,
TbGdS3,1.075820153965853,0.609332209484492,0.9997415762834417,
TbGdSe3,1.2814131260699257,0.7226424739058064,0.9999946131597975,
GdInS3,1.0825497970749989,0.6087307852109838,0.9997422631959508,
GdInSe3,1.288142769179072,0.7220410496322982,0.9999953000723066,
SmYS3,1.075820153965853,0.609332209484492,0.9997179681851048,
SmYSe3,1.2814131260699257,0.7226424739058064,0.9999710050614605,
SmDyS3,1.075820153965853,0.609332209484492,0.9997380694143168,
SmDySe3,1.2814131260699257,0.7226424739058064,0.9999911062906724,
SmTmS3,1.075820153965853,0.609332209484492,0.999741453362256,
SmTmSe3,1.2814131260699257,0.7226424739058064,0.9999944902386116,
SmLuS3,1.075820153965853,0.609332209484492,0.9997412509038323,
SmLuSe3,1.2814131260699257,0.7226424739058064,0.9999942877801881,
SmScS3,0.5883702703679718,0.33234896211686565,0.9997259219088938,"Warning: Not all elements found in HHI data for the compound SmScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
SmTlS3,0.5883702703679718,0.33234896211686565,0.9997412147505423,"Warning: Not all elements found in HHI data for the compound SmTlS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
SmHfS3,0.7779607814905077,0.41837939457519097,0.9997396601590745,
SmZrS3,0.7779607814905077,0.41837939457519097,0.9996225234996384,
TbSmS3,1.075820153965853,0.609332209484492,0.9997409616775127,
TbSmSe3,1.2814131260699257,0.7226424739058064,0.9999939985538684,
SmUS3,0.5883702703679718,0.33234896211686565,0.9997418293564714,"Warning: Not all elements found in HHI data for the compound SmUS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
SmUSe3,0.7939632424720449,0.4456592265381801,0.9999948662328272,"Warning: Not all elements found in HHI data for the compound SmUSe3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'Se']"
SmInS3,1.0825497970749989,0.6087307852109838,0.9997416485900218,
SmInSe3,1.288142769179072,0.7220410496322982,0.9999946854663775,
YBiS3,1.26864205643566,0.7182430107695883,0.9997230596529284,
YBiSe3,1.4742350285397328,0.8315532751909027,0.9999760965292842,
DyScS3,0.5883702703679718,0.33234896211686565,0.9997272595806218,"Warning: Not all elements found in HHI data for the compound DyScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
DyTlS3,0.5883702703679718,0.33234896211686565,0.9997425524222704,"Warning: Not all elements found in HHI data for the compound DyTlS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
DyTlSe3,0.7939632424720449,0.4456592265381801,0.9999955892986261,"Warning: Not all elements found in HHI data for the compound DyTlSe3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'Se']"
DyZrS3,0.7779607814905077,0.41837939457519097,0.9996238611713665,
TbDySe3,1.2814131260699257,0.7226424739058064,0.9999953362255964,
DyInS3,1.0825497970749989,0.6087307852109838,0.9997429862617498,
DyInSe3,1.288142769179072,0.7220410496322982,0.9999960231381055,
TmBiS3,1.26864205643566,0.7182430107695883,0.9997465448300796,
TmBiSe3,1.4742350285397328,0.8315532751909027,0.9999995817064353,
LuBiS3,1.26864205643566,0.7182430107695883,0.9997463423716558,
LuBiSe3,1.4742350285397328,0.8315532751909027,0.9999993792480115,
ScBiS3,0.7811921728377788,0.4412597634019619,0.9997310133767172,"Warning: Not all elements found in HHI data for the compound ScBiS3, the elements found are: ['Bi' 'S']"
TbScS3,0.5883702703679718,0.33234896211686565,0.9997301518438179,"Warning: Not all elements found in HHI data for the compound TbScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
ScUS3,0.10092038677009077,0.05536571474923928,0.9997310195227765,"Warning: Not all elements found in HHI data for the compound ScUS3, the elements found are: ['S']"
ScInSe3,0.8006928855811908,0.44505780226467195,0.9999838756326825,"Warning: Not all elements found in HHI data for the compound ScInSe3, the elements found are: ['In' 'Se']"
HfBiS3,0.9707826839603146,0.5272901958602871,0.9997447516268981,
ZrBiS3,0.9707826839603146,0.5272901958602871,0.999627614967462,
TbBiS3,1.26864205643566,0.7182430107695883,0.9997460531453362,
TbBiSe3,1.4742350285397328,0.8315532751909027,0.9999990900216918,
UBiS3,0.7811921728377788,0.4412597634019619,0.9997469208242951,"Warning: Not all elements found in HHI data for the compound UBiS3, the elements found are: ['Bi' 'S']"
UBiSe3,0.9867851449418518,0.5545700278232764,0.9999999577006508,"Warning: Not all elements found in HHI data for the compound UBiSe3, the elements found are: ['Bi' 'Se']"
InBiS3,1.275371699544806,0.7176415864960801,0.9997467400578453,
InBiSe3,1.480964671648879,0.8309518509173945,0.999999776934201,
VCrSe3,1.0606682134967422,0.6217581084760472,0.9998394432393347,
TaMoS3,0.6039898004445377,0.36657579208648267,0.9997446131597975,
TaMoSe3,0.8095827725486107,0.47988605650779714,0.9999976500361533,
NbMoS3,1.1875536977529164,0.6577861406644598,0.9997315979754157,
TbInS3,1.0825497970749989,0.6087307852109838,0.9997458785249457,
TbInSe3,1.288142769179072,0.7220410496322982,0.9999989154013015,
UInS3,0.5950999134771179,0.33174753784335753,0.9997467462039046,"Warning: Not all elements found in HHI data for the compound UInS3, the elements found are: ['In' 'S']"
UInSe3,0.8006928855811908,0.44505780226467195,0.9999997830802604,"Warning: Not all elements found in HHI data for the compound UInSe3, the elements found are: ['In' 'Se']"
CoNiSe3,1.183148160130002,0.74613412742666,0.9999211496746203,
CrNiS3,0.681765668813177,0.40472147747808873,0.9996124367317426,
CrNiSe3,0.88735864091725,0.5180317418994032,0.9998654736080983,
GaFeSe3,2.3576294052119797,1.3239281546920667,0.9592776211135213,
CrGaS3,1.3188378151853817,0.7675071127665904,0.9996594360086767,
CrGaSe3,1.5244307872894547,0.8808173771879049,0.9999124728850325,
MnGaSe3,1.4928825316203267,0.8577666554927089,0.9992993130874909,
AlCrSe3,1.2992078467566577,0.752272307163327,0.9404178958785249,
CrFeS3,1.4447949477521678,0.8296947983002045,0.9589645697758495,
CrFeSe3,1.6503879198562408,0.9430050627215191,0.9592176066522052,
MnFeSe3,1.6188396641871126,0.9199543410263231,0.9586044468546637,
