material,HHI,SR,AR,Warning
EuScS3,0.5883702703679718,0.33234896211686565,0.9997295733911785,"Warning: Not all elements found in HHI data for the compound EuScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
CeYS3,1.075820153965853,0.609332209484492,0.9996749819233551,
LaTlS3,0.5883702703679718,0.33234896211686565,0.9997181127982646,"Warning: Not all elements found in HHI data for the compound LaTlS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
TbInS3,1.0825497970749989,0.6087307852109838,0.9997458785249457,
BaPrS3,0.782737734342092,0.44483549910687553,0.9994329718004339,
CeScS3,0.5883702703679718,0.33234896211686565,0.9996829356471438,"Warning: Not all elements found in HHI data for the compound CeScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
EuTmS3,1.075820153965853,0.609332209484492,0.9997451048445408,
LaInS3,1.0825497970749989,0.6087307852109838,0.9997185466377441,
EuUSe3,0.7939632424720449,0.4456592265381801,0.999998517715112,"Warning: Not all elements found in HHI data for the compound EuUSe3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'Se']"
BaSnS3,0.43861920208501176,0.25138237769246713,0.9994325379609544,
TbSmSe3,1.2814131260699257,0.7226424739058064,0.9999939985538684,
PrZrS3,0.7779607814905077,0.41837939457519097,0.9996209689081706,
BaZrS3,0.4848783618667468,0.2538826841975744,0.9993203181489515,
TbScS3,0.5883702703679718,0.33234896211686565,0.9997301518438179,"Warning: Not all elements found in HHI data for the compound TbScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
EuYS3,1.075820153965853,0.609332209484492,0.9997216196673898,
BaUS3,0.29528785074421093,0.16785225173924914,0.9994396240057846,"Warning: Not all elements found in HHI data for the compound BaUS3, the elements found are: ['Ba' 'S']"
GdScS3,0.5883702703679718,0.33234896211686565,0.9997265365148228,"Warning: Not all elements found in HHI data for the compound GdScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
LaTbS3,1.075820153965853,0.609332209484492,0.999717859725235,
EuZrS3,0.7779607814905077,0.41837939457519097,0.9996261749819233,
ScUS3,0.10092038677009077,0.05536571474923928,0.9997310195227765,"Warning: Not all elements found in HHI data for the compound ScUS3, the elements found are: ['S']"
BaCeS3,0.782737734342092,0.44483549910687553,0.9993915401301519,
YbCeS3,1.075820153965853,0.609332209484492,0.999696529284165,
LaScS3,0.5883702703679718,0.33234896211686565,0.999702819956616,"Warning: Not all elements found in HHI data for the compound LaScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
SmZrS3,0.7779607814905077,0.41837939457519097,0.9996225234996384,
PrEuS3,1.075820153965853,0.609332209484492,0.9997388286334057,
YbEuS3,1.075820153965853,0.609332209484492,0.9997431670281997,
YbSmS3,1.075820153965853,0.609332209484492,0.9997395155459147,
SmYSe3,1.2814131260699257,0.7226424739058064,0.9999710050614605,
CeInS3,1.0825497970749989,0.6087307852109838,0.9996986623282719,
SmLuS3,1.075820153965853,0.609332209484492,0.9997412509038323,
UCdS3,0.3044608414018962,0.16504007599500023,0.9997468185104844,"Warning: Not all elements found in HHI data for the compound UCdS3, the elements found are: ['Cd' 'S']"
SrZrS3,0.6274223365211933,0.3388845763789671,0.9993600867678958,
EuErS3,1.075820153965853,0.609332209484492,0.9997429501084598,
SmScS3,0.5883702703679718,0.33234896211686565,0.9997259219088938,"Warning: Not all elements found in HHI data for the compound SmScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
EuHoS3,1.075820153965853,0.609332209484492,0.9997445408532176,
DyScS3,0.5883702703679718,0.33234896211686565,0.9997272595806218,"Warning: Not all elements found in HHI data for the compound DyScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
BaUSe3,0.500880822848284,0.2811625161605636,0.9996926608821403,"Warning: Not all elements found in HHI data for the compound BaUSe3, the elements found are: ['Ba' 'Se']"
SmUSe3,0.7939632424720449,0.4456592265381801,0.9999948662328272,"Warning: Not all elements found in HHI data for the compound SmUSe3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'Se']"
PrScS3,0.5883702703679718,0.33234896211686565,0.9997243673174259,"Warning: Not all elements found in HHI data for the compound PrScS3, the elements found are: [list(['La', 'Ce', 'Pr', 'Nd', 'Pm', 'Sm', 'Eu', 'Gd', 'Tb', 'Dy', 'Ho', 'Er', 'Tm', 'Yb', 'Lu', 'Y'])
 'S']"
ZrCdS3,0.4940513525244321,0.25107050845332557,0.9996275126536515,
CaUS3,1.3176111918520952,0.7458532161366962,0.9697396963123645,
EuDyS3,1.075820153965853,0.609332209484492,0.9997417208966016,
CeCdS3,0.7919107249997773,0.4420233233626266,0.9996987346348517,
EuLuS3,1.075820153965853,0.609332209484492,0.9997449023861171,
